State,Latitude,Longitude,NO2,O3,SO2,CO,Month,Year
Florida,27.766279,-81.686783,19.41935484,32.74193548,2.258064516,6.967741935,10,2012
Illinois,40.349457,-88.986137,30.51612903,18.80645161,27.9516129,11.06451613,10,2012
Kansas,38.5266,-96.726486,16.54761905,25.30952381,8.80952381,4.928571429,10,2012
Louisiana,31.169546,-91.867805,26.41935484,29.51612903,13.70967742,7.677419355,10,2012
Missouri,38.456085,-92.288368,24.35483871,19.62903226,17.35483871,9.274193548,10,2012
New Jersey,40.298904,-74.521011,35.5483871,17.29032258,8.258064516,8.709677419,10,2012
New York,42.165726,-74.948051,33.24637681,16.8115942,17.63768116,7.68115942,10,2012
North Carolina,35.630066,-79.806419,22.96774194,26.5483871,8.483870968,9.387096774,10,2012
Oklahoma,35.565342,-96.928917,13.08064516,32.5483871,8.419354839,0.290322581,10,2012
Pennsylvania,40.590752,-77.209755,24.16556291,18.73289183,19.53200883,5.938189845,10,2012
Texas,31.054487,-97.563461,24.84444444,26.98666667,7.716814159,6.337777778,10,2012
Arizona,34.048927,-111.431221,39.10843373,45.80722892,5.891566265,8.228915663,9,2012
California,36.116203,-119.681564,28.22191781,47.16575342,7.121917808,6.975342466,9,2012
Colorado,39.059811,-105.311104,51.5862069,17.79310345,12.06896552,10.55172414,9,2012
District Of Columbia,38.897438,-77.026817,33.17241379,28.55172414,11.75862069,10.55172414,9,2012
Florida,27.766279,-81.686783,14.07692308,23.88461538,1.807692308,4.615384615,9,2012
Illinois,40.349457,-88.986137,42.92857143,35.96428571,26.17857143,10.78571429,9,2012
Indiana,39.849426,-86.258278,37.26666667,42.93333333,19.33333333,9.733333333,9,2012
Kansas,38.5266,-96.726486,29.66666667,38.46666667,8.733333333,8.1,9,2012
Louisiana,31.169546,-91.867805,26.56666667,42.63333333,20.7,9.9,9,2012
Massachusetts,42.230171,-71.530106,21.76666667,21.2,9.633333333,2.9,9,2012
Michigan,43.326618,-84.536095,32.95238095,40.21428571,9.666666667,8.119047619,9,2012
Missouri,38.456085,-92.288368,35.6,42.63333333,30.63333333,12,9,2012
New Hampshire,43.452492,-71.563896,19.53333333,25.03333333,10.03333333,5.533333333,9,2012
New Jersey,40.298904,-74.521011,33.1,33.76666667,8.166666667,7.133333333,9,2012
New York,42.165726,-74.948051,28.66666667,30.78888889,12.08888889,7.188888889,9,2012
North Carolina,35.630066,-79.806419,18.85416667,36.83333333,9.1875,5.770833333,9,2012
Oklahoma,35.565342,-96.928917,15.96992481,51.28571429,3.398496241,0.417910448,9,2012
Pennsylvania,40.590752,-77.209755,24.23542601,34.64798206,16.08744395,5.423766816,9,2012
Texas,31.054487,-97.563461,28.26666667,47.17142857,6.238095238,5.6,9,2012
Arizona,34.048927,-111.431221,46.56016598,48.15767635,5.058091286,10.94214876,4,2013
California,36.116203,-119.681564,24.84499314,39.96707819,4.614540466,6.459533608,4,2013
Colorado,39.059811,-105.311104,46.31034483,38.48275862,12.44827586,7.586206897,4,2013
District Of Columbia,38.897438,-77.026817,43.2,30.76666667,15,14.93333333,4,2013
Florida,27.766279,-81.686783,20.55172414,53,1.965517241,5.931034483,4,2013
Illinois,40.349457,-88.986137,37.7,37.81666667,30.9,7.7,4,2013
Indiana,39.849426,-86.258278,29.6,44.96666667,21.16666667,7.166666667,4,2013
Kansas,38.5266,-96.726486,18.46666667,43.5,6.833333333,4.633333333,4,2013
Louisiana,31.169546,-91.867805,32.6,43.23333333,28.83333333,3.6,4,2013
Massachusetts,42.230171,-71.530106,35.1,35.16666667,8.866666667,4.433333333,4,2013
Michigan,43.326618,-84.536095,32.06666667,35.66666667,14.16666667,5.2,4,2013
Missouri,38.456085,-92.288368,27.85,42.88333333,15.61666667,5.716666667,4,2013
New Hampshire,43.452492,-71.563896,25.23333333,39.56666667,13.13333333,5.8,4,2013
New Jersey,40.298904,-74.521011,39.61904762,35.57142857,12.38095238,6.571428571,4,2013
New York,42.165726,-74.948051,40.44444444,36.95555556,18.73333333,5.555555556,4,2013
North Carolina,35.630066,-79.806419,31.76666667,55.8,13.83333333,8,4,2013
Oklahoma,35.565342,-96.928917,18.53333333,47.05,2.366666667,0.633333333,4,2013
Pennsylvania,40.590752,-77.209755,32.05458515,43.07641921,21.76419214,3.862445415,4,2013
Texas,31.054487,-97.563461,30.069869,42.05240175,6.812227074,4.50877193,4,2013
Arizona,34.048927,-111.431221,30.96774194,48.62903226,4.10483871,5.89516129,8,2013
California,36.116203,-119.681564,19.73519401,42.23621511,5.482641253,4.927891156,8,2013
Colorado,39.059811,-105.311104,41.56451613,34.12903226,13.35483871,8.225806452,8,2013
District Of Columbia,38.897438,-77.026817,24.93548387,60.58064516,15.41935484,9.516129032,8,2013
Florida,27.766279,-81.686783,16.77419355,40.87096774,3.709677419,7.35483871,8,2013
Illinois,40.349457,-88.986137,37.5483871,48.19354839,26.01612903,6.903225806,8,2013
Indiana,39.849426,-86.258278,30.16129032,46.4516129,32.12903226,6.35483871,8,2013
Kansas,38.5266,-96.726486,28.18181818,51.34090909,12.88636364,7.136363636,8,2013
Louisiana,31.169546,-91.867805,27.19354839,42.35483871,9.225806452,6.870967742,8,2013
Massachusetts,42.230171,-71.530106,27.58064516,33.51612903,5.903225806,0.967741935,8,2013
Michigan,43.326618,-84.536095,29.91803279,49.50819672,12.39344262,6.229508197,8,2013
Missouri,38.456085,-92.288368,26.14516129,57.24193548,19.30645161,7.758064516,8,2013
New Hampshire,43.452492,-71.563896,15.1,38.1,9,6.4,8,2013
New Jersey,40.298904,-74.521011,29.64516129,58.96774194,18.41935484,6.741935484,8,2013
New York,42.165726,-74.948051,33.3655914,51.88172043,16.11827957,5.430107527,8,2013
North Carolina,35.630066,-79.806419,26.06451613,62.93548387,16.16129032,8.741935484,8,2013
Oklahoma,35.565342,-96.928917,14.67741935,48.25806452,4.580645161,0.451612903,8,2013
Pennsylvania,40.590752,-77.209755,25.20731707,51.41768293,24.76876268,3.018292683,8,2013
Texas,31.054487,-97.563461,23.23931624,52.68376068,5.324786325,4.094017094,8,2013
Arizona,34.048927,-111.431221,45.54700855,16.24786325,7.632478632,22.68376068,12,2013
California,36.116203,-119.681564,30.75440977,19.19945726,5.359565807,13.19674355,12,2013
Colorado,39.059811,-105.311104,51.075,13.275,14.125,16.25,12,2013
District Of Columbia,38.897438,-77.026817,33.48387097,15.64516129,24.61290323,14.96774194,12,2013
Florida,27.766279,-81.686783,26.03448276,26.79310345,4.931034483,9.310344828,12,2013
Illinois,40.349457,-88.986137,25.34482759,13,20.55172414,10,12,2013
Kansas,38.5266,-96.726486,18.93333333,18.21666667,10.05,8,12,2013
Louisiana,31.169546,-91.867805,29.90322581,23.69354839,16.0483871,6.919354839,12,2013
Massachusetts,42.230171,-71.530106,32.04166667,11.20833333,15.83333333,8.833333333,12,2013
New Jersey,40.298904,-74.521011,36,12.70967742,26.16129032,7.935483871,12,2013
New York,42.165726,-74.948051,34.23076923,14.45054945,42.43956044,6.912087912,12,2013
Pennsylvania,40.590752,-77.209755,37.45454545,6.181818182,24.81818182,10.45454545,12,2013
Texas,31.054487,-97.563461,36.33333333,23.04166667,13.425,10.025,12,2013
Arizona,34.048927,-111.431221,34.20238095,23.58333333,2.726190476,8.428571429,2,2013
California,36.116203,-119.681564,26.38662791,25.46366279,4.270348837,8.735465116,2,2013
Colorado,39.059811,-105.311104,42.27272727,24.09090909,9.727272727,11.40909091,2,2013
District Of Columbia,38.897438,-77.026817,47.60714286,17.67857143,21.96428571,15.32142857,2,2013
Florida,27.766279,-81.686783,24.10714286,34.78571429,4.607142857,6.071428571,2,2013
Illinois,40.349457,-88.986137,25.32142857,18.60714286,29.5,8.75,2,2013
Kansas,38.5266,-96.726486,20.41509434,24.73584906,6.132075472,4.377358491,2,2013
Louisiana,31.169546,-91.867805,25.89285714,24.28571429,24.92857143,5.178571429,2,2013
Massachusetts,42.230171,-71.530106,30.03571429,19.85714286,19.46428571,11.42857143,2,2013
New Jersey,40.298904,-74.521011,44.77777778,17.11111111,23.44444444,8.777777778,2,2013
New York,42.165726,-74.948051,38.63492063,22.6031746,37.44444444,7.968253968,2,2013
Oklahoma,35.565342,-96.928917,22.06896552,28.89655172,5.206896552,0.862068966,2,2013
Pennsylvania,40.590752,-77.209755,40.4,14.4,14.8,9.6,2,2013
Texas,31.054487,-97.563461,26.36893204,23.30097087,5.262135922,5.475728155,2,2013
Arizona,34.048927,-111.431221,36.52688172,17.68817204,5.193548387,12.96774194,1,2013
California,36.116203,-119.681564,27.24370861,20.14437086,4.773509934,10.30198675,1,2013
Colorado,39.059811,-105.311104,39.83870968,14.90322581,11.48387097,12.03225806,1,2013
District Of Columbia,38.897438,-77.026817,38.25806452,14.96774194,24.61290323,12.51612903,1,2013
Florida,27.766279,-81.686783,23.5483871,30.16129032,2.806451613,7.903225806,1,2013
Illinois,40.349457,-88.986137,21.41935484,13.32258065,22.32258065,9.741935484,1,2013
Kansas,38.5266,-96.726486,18.03225806,16.16129032,8.096774194,8.677419355,1,2013
Louisiana,31.169546,-91.867805,26,19.36666667,20.96666667,3,1,2013
Massachusetts,42.230171,-71.530106,25.64516129,17.03225806,15.77419355,8.64516129,1,2013
New Jersey,40.298904,-74.521011,33.54166667,15.58333333,20.75,8.875,1,2013
New York,42.165726,-74.948051,30.88607595,17.06329114,32.89873418,6.797468354,1,2013
Pennsylvania,40.590752,-77.209755,31.54545455,7.636363636,19.09090909,8.909090909,1,2013
Texas,31.054487,-97.563461,28.76033058,19.95041322,10.23140496,7.404958678,1,2013
Arizona,34.048927,-111.431221,32.32258065,53.80645161,5.016129032,7.201612903,7,2013
California,36.116203,-119.681564,18.25158117,42.81377372,5.693820225,4.872101195,7,2013
Colorado,39.059811,-105.311104,36.75630252,52.37815126,13.21666667,7.630252101,7,2013
District Of Columbia,38.897438,-77.026817,34.13793103,50.48275862,10.48275862,13.31034483,7,2013
Florida,27.766279,-81.686783,12.77419355,36.74193548,3.806451613,7.64516129,7,2013
Illinois,40.349457,-88.986137,31.72131148,52.03278689,23.85245902,6.590163934,7,2013
Indiana,39.849426,-86.258278,28,57.83870968,20.74193548,5.774193548,7,2013
Kansas,38.5266,-96.726486,21.40350877,52.63157895,10.24561404,6.421052632,7,2013
Louisiana,31.169546,-91.867805,21.48387097,36.90322581,7.258064516,6.193548387,7,2013
Massachusetts,42.230171,-71.530106,24.41935484,35,5.35483871,2.032258065,7,2013
Michigan,43.326618,-84.536095,27.32258065,52.08064516,10.46774194,5.483870968,7,2013
Missouri,38.456085,-92.288368,20.30645161,63.5,14.88709677,6.048387097,7,2013
New Hampshire,43.452492,-71.563896,13.19354839,35.87096774,10.06451613,6.193548387,7,2013
New Jersey,40.298904,-74.521011,29.24793388,62.69421488,14.67213115,5.733333333,7,2013
New York,42.165726,-74.948051,31.41935484,48.6344086,13.47311828,6.043010753,7,2013
North Carolina,35.630066,-79.806419,21.35483871,67.22580645,22.61290323,7.225806452,7,2013
Oklahoma,35.565342,-96.928917,14.19354839,52.12903226,1.451612903,0.419354839,7,2013
Pennsylvania,40.590752,-77.209755,23.16054565,52.44386149,23.24109015,3.161594963,7,2013
Texas,31.054487,-97.563461,22.84297521,51.8677686,5.578512397,4.090909091,7,2013
Arizona,34.048927,-111.431221,37.86666667,53.575,6.433333333,7.366666667,6,2013
California,36.116203,-119.681564,16.18323864,38.06676136,3.595170455,4.238636364,6,2013
Colorado,39.059811,-105.311104,34.78125,47.15625,10.9375,7.125,6,2013
District Of Columbia,38.897438,-77.026817,27.96551724,41.20689655,17.96551724,9.689655172,6,2013
Florida,27.766279,-81.686783,14.63333333,26.86666667,3.366666667,10.06666667,6,2013
Illinois,40.349457,-88.986137,34.61666667,59.3,30.03333333,5.533333333,6,2013
Indiana,39.849426,-86.258278,27,59.93333333,28.03333333,5.633333333,6,2013
Kansas,38.5266,-96.726486,28.65789474,63.28947368,11.26315789,7.842105263,6,2013
Louisiana,31.169546,-91.867805,27.92592593,46.11111111,13.22222222,9.222222222,6,2013
Massachusetts,42.230171,-71.530106,27.76666667,41.3,3.533333333,1.133333333,6,2013
Michigan,43.326618,-84.536095,30.93548387,64.90322581,13.67741935,6.322580645,6,2013
Missouri,38.456085,-92.288368,25.28333333,73.55,20.2,5.566666667,6,2013
New Hampshire,43.452492,-71.563896,16.8,42.66666667,14.66666667,7.666666667,6,2013
New Jersey,40.298904,-74.521011,25.2,54.2,15.86666667,5.6,6,2013
New York,42.165726,-74.948051,32.92222222,42.33333333,14.21111111,5.6,6,2013
North Carolina,35.630066,-79.806419,23.9,56.73333333,13.53333333,7.133333333,6,2013
Oklahoma,35.565342,-96.928917,14.36666667,59.01666667,1.25,0.4,6,2013
Pennsylvania,40.590752,-77.209755,23.28085106,55.86595745,24.05957447,3.021276596,6,2013
Texas,31.054487,-97.563461,26.22689076,54.14285714,6.831932773,3.789915966,6,2013
Arizona,34.048927,-111.431221,39.33884298,35.3553719,3.933884298,8.925619835,3,2013
California,36.116203,-119.681564,25.33514986,34.42370572,4.757493188,7.369209809,3,2013
Colorado,39.059811,-105.311104,45.36666667,34.1,11.36666667,8.266666667,3,2013
District Of Columbia,38.897438,-77.026817,38.48387097,26.77419355,18.5483871,12.09677419,3,2013
Florida,27.766279,-81.686783,25.67741935,37.90322581,5.612903226,8.387096774,3,2013
Illinois,40.349457,-88.986137,25.25,27.875,35.54166667,8.625,3,2013
Indiana,39.849426,-86.258278,42,8,20,7,3,2013
Kansas,38.5266,-96.726486,19.80645161,33.79032258,9.758064516,4.096774194,3,2013
Louisiana,31.169546,-91.867805,32.09677419,32.32258065,28.32258065,7.387096774,3,2013
Massachusetts,42.230171,-71.530106,33.67741935,29.16129032,8.516129032,6.290322581,3,2013
Michigan,43.326618,-84.536095,21,16,20.5,4,3,2013
Missouri,38.456085,-92.288368,23.5,23.5,5.5,5,3,2013
New Hampshire,43.452492,-71.563896,33,15,21,6,3,2013
New Jersey,40.298904,-74.521011,45.65517241,28.27586207,16.44827586,7.172413793,3,2013
New York,42.165726,-74.948051,39.92222222,29.5,31.33333333,6.255555556,3,2013
North Carolina,35.630066,-79.806419,33,6,7,10,3,2013
Oklahoma,35.565342,-96.928917,21.43548387,38.08064516,3.161290323,0.887096774,3,2013
Pennsylvania,40.590752,-77.209755,40,22.97142857,19.31428571,6.371428571,3,2013
Texas,31.054487,-97.563461,30.46956522,35.75652174,9.295652174,4.060869565,3,2013
Arizona,34.048927,-111.431221,39.27272727,49.5785124,6.198347107,9.710743802,5,2013
California,36.116203,-119.681564,18.7320132,41.21848185,3.768976898,4.98678996,5,2013
Colorado,39.059811,-105.311104,35.80645161,42.32258065,10.35483871,7.129032258,5,2013
District Of Columbia,38.897438,-77.026817,34.32258065,27.93548387,10.93548387,13.03225806,5,2013
Florida,27.766279,-81.686783,15.48387097,52.51612903,1.483870968,6.548387097,5,2013
Illinois,40.349457,-88.986137,37.89830508,40.76271186,29.83050847,6.881355932,5,2013
Indiana,39.849426,-86.258278,30.03225806,46.5483871,21.77419355,7.064516129,5,2013
Kansas,38.5266,-96.726486,21.65454545,50.27272727,10.85454545,5.581818182,5,2013
Louisiana,31.169546,-91.867805,27.38709677,53,13.90322581,5.903225806,5,2013
Massachusetts,42.230171,-71.530106,28.90322581,27.4516129,3.806451613,2.290322581,5,2013
Michigan,43.326618,-84.536095,31.23214286,34.25,14.23214286,5.660714286,5,2013
Missouri,38.456085,-92.288368,25.93548387,48.64516129,18.79032258,5.048387097,5,2013
New Hampshire,43.452492,-71.563896,16.16129032,33.35483871,10.80645161,6.096774194,5,2013
New Jersey,40.298904,-74.521011,34.90322581,38.70967742,10.77419355,5.322580645,5,2013
New York,42.165726,-74.948051,31.86021505,33.98924731,13.86021505,5.408602151,5,2013
North Carolina,35.630066,-79.806419,28.90322581,58.58064516,18.06451613,6.516129032,5,2013
Oklahoma,35.565342,-96.928917,15.93333333,48.23333333,1.5,0.383333333,5,2013
Pennsylvania,40.590752,-77.209755,27.14876033,41.09090909,17.70247934,3.090909091,5,2013
Texas,31.054487,-97.563461,26.09836066,48.78688525,7.614754098,4.581967213,5,2013
Arizona,34.048927,-111.431221,44.00847458,24.8559322,7.491525424,18.96610169,11,2013
California,36.116203,-119.681564,32.52401747,25.85007278,5.37845706,11.8209607,11,2013
Colorado,39.059811,-105.311104,45.5,16.96296296,18.01851852,14.72222222,11,2013
District Of Columbia,38.897438,-77.026817,32.03333333,24.66666667,16.43333333,16.93333333,11,2013
Florida,27.766279,-81.686783,18.06666667,30.56666667,2.233333333,7.033333333,11,2013
Illinois,40.349457,-88.986137,24.06666667,21.13333333,28.7,7.666666667,11,2013
Kansas,38.5266,-96.726486,16.72881356,26.01694915,8.322033898,7.13559322,11,2013
Louisiana,31.169546,-91.867805,29.78333333,27.53333333,11.96666667,9.316666667,11,2013
Massachusetts,42.230171,-71.530106,30.88461538,17.26923077,10.61538462,7.576923077,11,2013
New Hampshire,43.452492,-71.563896,23.48148148,23.03703704,20.07407407,10.81481481,11,2013
New Jersey,40.298904,-74.521011,27.22222222,21.77777778,20.7037037,11.44444444,11,2013
New York,42.165726,-74.948051,36.31506849,22.19178082,30.91780822,6.863013699,11,2013
Oklahoma,35.565342,-96.928917,21.16666667,31.1,3.433333333,0.433333333,11,2013
Pennsylvania,40.590752,-77.209755,39.28571429,15.03571429,21,10.42857143,11,2013
Texas,31.054487,-97.563461,35.35042735,27.52991453,9.803418803,9.914529915,11,2013
Arizona,34.048927,-111.431221,40.32450331,33.86754967,5.569536424,12.03311258,10,2013
California,36.116203,-119.681564,29.6075419,32.74860335,5.784916201,8.108938547,10,2013
Colorado,39.059811,-105.311104,43.93548387,18.17741935,15.51612903,11.66129032,10,2013
District Of Columbia,38.897438,-77.026817,25.77419355,21.93548387,12.4516129,10.96774194,10,2013
Florida,27.766279,-81.686783,15.25806452,29.09677419,1.903225806,8.064516129,10,2013
Illinois,40.349457,-88.986137,32.33870968,22.32258065,26.12903226,10.0483871,10,2013
Kansas,38.5266,-96.726486,18.86206897,29.24137931,8.517241379,8,10,2013
Louisiana,31.169546,-91.867805,28.48387097,45.82258065,15.58064516,8.483870968,10,2013
Massachusetts,42.230171,-71.530106,25.07692308,18.69230769,7.538461538,5.269230769,10,2013
Missouri,38.456085,-92.288368,25.80645161,23.85483871,21.90322581,9.935483871,10,2013
New Hampshire,43.452492,-71.563896,39,2,20,17,10,2013
New Jersey,40.298904,-74.521011,23.29508197,22.7704918,10.83606557,8.366666667,10,2013
New York,42.165726,-74.948051,27.64327485,21.90643275,14.8255814,5.923976608,10,2013
North Carolina,35.630066,-79.806419,26.93548387,28.03225806,23.96774194,9.032258065,10,2013
Oklahoma,35.565342,-96.928917,22.32,42.16,3.84,0.32,10,2013
Pennsylvania,40.590752,-77.209755,23.29098361,22.65881148,20.3803681,4.080942623,10,2013
Texas,31.054487,-97.563461,31.98347107,39.56198347,9.074380165,6.925619835,10,2013
Arizona,34.048927,-111.431221,39.26,42.80666667,4.946666667,8.96,9,2013
California,36.116203,-119.681564,24.96657382,39.27715877,6.139275766,6.189415042,9,2013
Colorado,39.059811,-105.311104,46.53333333,28.96666667,14.86666667,9.316666667,9,2013
District Of Columbia,38.897438,-77.026817,33.83333333,48.93333333,12.76666667,12.6,9,2013
Florida,27.766279,-81.686783,14.03448276,41.96551724,2.965517241,7.689655172,9,2013
Illinois,40.349457,-88.986137,37.6,42.1,33.31666667,8.1,9,2013
Indiana,39.849426,-86.258278,32.33333333,47.36666667,26.23333333,8.633333333,9,2013
Kansas,38.5266,-96.726486,25.48780488,35.02439024,13.29268293,7.317073171,9,2013
Louisiana,31.169546,-91.867805,24.25531915,45.14893617,9.276595745,9.085106383,9,2013
Massachusetts,42.230171,-71.530106,28.63333333,26.4,4.366666667,1.133333333,9,2013
Michigan,43.326618,-84.536095,31.48148148,38.87037037,21.5,6.703703704,9,2013
Missouri,38.456085,-92.288368,30.52542373,52.71186441,23,10.22033898,9,2013
New Hampshire,43.452492,-71.563896,17,29.93333333,9.566666667,5.2,9,2013
New Jersey,40.298904,-74.521011,31.83333333,48.73333333,15.7,6.466666667,9,2013
New York,42.165726,-74.948051,34.7,38.8625,13.4875,6.7,9,2013
North Carolina,35.630066,-79.806419,31.43333333,58.23333333,16.93333333,8.766666667,9,2013
Oklahoma,35.565342,-96.928917,20.5,55.13636364,6,0.681818182,9,2013
Pennsylvania,40.590752,-77.209755,27.35986914,45.75027263,23.62987013,3.762268266,9,2013
Texas,31.054487,-97.563461,28.14545455,51.05454545,6.063636364,4.945454545,9,2013
Arizona,34.048927,-111.431221,43.22406639,46.51037344,4.095435685,9.041322314,4,2014
California,36.116203,-119.681564,21.41899441,36.1424581,3.639664804,5.918994413,4,2014
Colorado,39.059811,-105.311104,44.21568627,36.68627451,16.58823529,7.62745098,4,2014
Connecticut,41.597782,-72.755371,37.11111111,32.62962963,13.55555556,5.851851852,4,2014
Country Of Mexico,34.840515,-106.248482,31.03703704,35.59259259,3.740740741,9.530864198,4,2014
District Of Columbia,38.897438,-77.026817,31.86666667,39.23333333,10.5,12.56666667,4,2014
Florida,27.766279,-81.686783,18.63333333,51.6,3.566666667,5.666666667,4,2014
Illinois,40.349457,-88.986137,39.25862069,34.84482759,15.53448276,6.551724138,4,2014
Indiana,39.849426,-86.258278,26.27586207,32.10344828,31.86206897,16.68965517,4,2014
Kansas,38.5266,-96.726486,19.91666667,44.76666667,6.783333333,5.416666667,4,2014
Louisiana,31.169546,-91.867805,28.06666667,39.16666667,6.533333333,3.966666667,4,2014
Maine,44.693947,-69.381927,5.533333333,36.8,2.033333333,2.2,4,2014
Maryland,39.063946,-76.802101,31.06666667,38.9,18.93333333,6.166666667,4,2014
Massachusetts,42.230171,-71.530106,34.33333333,29.13333333,8.566666667,6.766666667,4,2014
Michigan,43.326618,-84.536095,26.95,29.3,12.06666667,4.85,4,2014
Missouri,38.456085,-92.288368,44.1,36.73333333,23.73333333,6.633333333,4,2014
New Hampshire,43.452492,-71.563896,20.2,38.76666667,12.16666667,5.066666667,4,2014
New Jersey,40.298904,-74.521011,33.13333333,36.96666667,11.63333333,7.233333333,4,2014
New York,42.165726,-74.948051,36.13227513,34.32275132,14.41052632,5.502645503,4,2014
North Carolina,35.630066,-79.806419,32,54.83333333,23.9,5.583333333,4,2014
Oklahoma,35.565342,-96.928917,13.1,45.7,2.066666667,0.033333333,4,2014
Pennsylvania,40.590752,-77.209755,29.11057226,38.35596508,19.38565891,4.916747338,4,2014
South Carolina,33.856892,-80.945007,5.633333333,59.66666667,7.433333333,1.866666667,4,2014
Texas,31.054487,-97.563461,24.36486486,38.37837838,5.777027027,4.331081081,4,2014
Virginia,37.769337,-78.169968,24.97777778,40.18888889,10.56666667,6.633333333,4,2014
Wisconsin,44.5,-89.616508,26.23333333,36.76666667,6.733333333,4.1,4,2014
Arizona,34.048927,-111.431221,29.31451613,48.62903226,3.693548387,6.258064516,8,2014
California,36.116203,-119.681564,18.37651246,41.06690391,5.829893238,4.26742532,8,2014
Colorado,39.059811,-105.311104,36.90909091,38.32727273,10.41818182,7.163636364,8,2014
Connecticut,41.597782,-72.755371,30.96428571,35.39285714,12.75,6.571428571,8,2014
Country Of Mexico,34.840515,-106.248482,25.16438356,34.93150685,4.95890411,8.794520548,8,2014
District Of Columbia,38.897438,-77.026817,30.77419355,68.32258065,17.38709677,12.19354839,8,2014
Florida,27.766279,-81.686783,16.93548387,35.67741935,2.580645161,4.677419355,8,2014
Illinois,40.349457,-88.986137,31,37.3220339,16.23728814,4.694915254,8,2014
Indiana,39.849426,-86.258278,22.86666667,39.96666667,20.63333333,2.8,8,2014
Kansas,38.5266,-96.726486,23.88888889,51.5,25.41666667,5.027777778,8,2014
Louisiana,31.169546,-91.867805,24.96774194,36.29032258,8.612903226,5.806451613,8,2014
Maine,44.693947,-69.381927,3.161290323,23.38709677,1.064516129,1.516129032,8,2014
Massachusetts,42.230171,-71.530106,25.58064516,27.06451613,5.193548387,7.774193548,8,2014
Michigan,43.326618,-84.536095,22.77419355,42.9516129,11.90322581,5.177419355,8,2014
Missouri,38.456085,-92.288368,20.90322581,52.12903226,23.64516129,5.935483871,8,2014
New Hampshire,43.452492,-71.563896,13.1,31.6,11.53333333,4.433333333,8,2014
New Jersey,40.298904,-74.521011,27.70967742,59.12903226,11.48387097,4.129032258,8,2014
New York,42.165726,-74.948051,31.23076923,48.86324786,8.384615385,4.666666667,8,2014
North Carolina,35.630066,-79.806419,26.90322581,61.12903226,17.74193548,6.725806452,8,2014
Oklahoma,35.565342,-96.928917,12.77777778,58,3.888888889,0.333333333,8,2014
Pennsylvania,40.590752,-77.209755,23.27320675,49.21308017,20.07060063,3.35194942,8,2014
South Carolina,33.856892,-80.945007,3.666666667,43.2,0.566666667,2.4,8,2014
Texas,31.054487,-97.563461,21.28185328,43.11583012,5.692307692,3.648648649,8,2014
Virginia,37.769337,-78.169968,24.81300813,63.11382114,13.94308943,4.365853659,8,2014
Wisconsin,44.5,-89.616508,21.82352941,41.88235294,10,4.705882353,8,2014
Arizona,34.048927,-111.431221,42.03225806,20.25,6.483870968,16.83064516,12,2014
California,36.116203,-119.681564,30.89224572,21.07720712,5.402545211,12.75755541,12,2014
Colorado,39.059811,-105.311104,48.19672131,16.3442623,12.90163934,15.09836066,12,2014
Country Of Mexico,34.840515,-106.248482,48.33333333,24.77272727,9.015151515,34.62121212,12,2014
District Of Columbia,38.897438,-77.026817,33.03225806,16.70967742,25.80645161,22.77419355,12,2014
Florida,27.766279,-81.686783,16.61290323,26.58064516,2.064516129,6.516129032,12,2014
Illinois,40.349457,-88.986137,24.75862069,15.48275862,9.862068966,6.379310345,12,2014
Kansas,38.5266,-96.726486,27.90322581,16.70967742,12.41935484,7.096774194,12,2014
Louisiana,31.169546,-91.867805,27.29032258,20.09677419,16.32258065,4.806451613,12,2014
Maine,44.693947,-69.381927,6.5,25.83333333,2.666666667,2,12,2014
Massachusetts,42.230171,-71.530106,30.67741935,13.38709677,12.67741935,4.903225806,12,2014
New Jersey,40.298904,-74.521011,29.10344828,15.24137931,27,7.275862069,12,2014
New York,42.165726,-74.948051,33.09677419,16.1827957,31.47311828,5.978494624,12,2014
North Carolina,35.630066,-79.806419,30,18.25,16.5,14.625,12,2014
Oklahoma,35.565342,-96.928917,25.87096774,22.29032258,8.806451613,9.709677419,12,2014
Pennsylvania,40.590752,-77.209755,31.57142857,12.35714286,21.71428571,7.285714286,12,2014
South Carolina,33.856892,-80.945007,5.806451613,28.90322581,11.09677419,1.290322581,12,2014
Texas,31.054487,-97.563461,32.12598425,22.17322835,7.960629921,7.070866142,12,2014
Virginia,37.769337,-78.169968,28.38709677,15.31182796,16.49462366,9.268817204,12,2014
Wisconsin,44.5,-89.616508,26.25806452,13.58064516,7.709677419,4.258064516,12,2014
Arizona,34.048927,-111.431221,46.74107143,30.86607143,7.785714286,14.17857143,2,2014
California,36.116203,-119.681564,33.90210843,29.87048193,4.956325301,10.77560241,2,2014
Colorado,39.059811,-105.311104,47.2037037,20.74074074,13.5,11.72222222,2,2014
Country Of Mexico,34.840515,-106.248482,51.39473684,30.82894737,10.82894737,29.30263158,2,2014
District Of Columbia,38.897438,-77.026817,39.82142857,26.14285714,15.67857143,13.25,2,2014
Florida,27.766279,-81.686783,27,34.5,2.535714286,4.928571429,2,2014
Illinois,40.349457,-88.986137,28.75,22.04166667,14.375,10.29166667,2,2014
Kansas,38.5266,-96.726486,20.03571429,28.16071429,10.58928571,7.910714286,2,2014
Louisiana,31.169546,-91.867805,30.46428571,25.03571429,23.89285714,4.607142857,2,2014
Maine,44.693947,-69.381927,6.25,29.82142857,5.392857143,2.464285714,2,2014
Maryland,39.063946,-76.802101,28.14285714,27.64285714,19.42857143,5.285714286,2,2014
