State,Latitude,Longitude,NO2,O3,SO2,CO,Month,Year
Florida,27.766279,-81.686783,7.806451613,29.51612903,0.612903226,5,7,2018
Idaho,44.240459,-114.478828,24.16129032,45.38709677,0.709677419,2.064516129,7,2018
Illinois,40.349457,-88.986137,19.30666667,46.72,11.74666667,4.746666667,7,2018
Indiana,39.849426,-86.258278,23.92857143,40.14285714,11.64285714,1.285714286,7,2018
Iowa,42.011539,-93.210526,14.3125,33.375,0.4375,3.3125,7,2018
Kansas,38.5266,-96.726486,20.25806452,32.61290323,12,6,7,2018
Louisiana,31.169546,-91.867805,16.58064516,29.58064516,0,2.548387097,7,2018
Maine,44.693947,-69.381927,9.37704918,29.62295082,1.508196721,3.360655738,7,2018
Maryland,39.063946,-76.802101,25.4516129,66.77419355,8.096774194,4.161290323,7,2018
Massachusetts,42.230171,-71.530106,22.58064516,32.80645161,3.967741935,4.032258065,7,2018
New Hampshire,43.452492,-71.563896,9.35483871,38.29032258,8.870967742,6.967741935,7,2018
New York,42.165726,-74.948051,20.12,53.42666667,4.853333333,3.353333333,7,2018
North Carolina,35.630066,-79.806419,17.5483871,58.48387097,3.935483871,3.758064516,7,2018
North Dakota,47.528912,-99.784012,8.419354839,30.12903226,0.064516129,1.741935484,7,2018
Ohio,40.388783,-82.764915,12.83870968,55.83870968,4.709677419,1.870967742,7,2018
Oklahoma,35.565342,-96.928917,9.36,35.04,3.56,2.16,7,2018
Arizona,34.048927,-111.431221,26.53623188,54.14492754,3.130434783,3.927536232,6,2018
Arkansas,34.969704,-92.373123,17.8,38.53333333,3.333333333,4.783333333,6,2018
California,36.116203,-119.681564,13.83345561,38.65370506,1.788278388,3.125550661,6,2018
Colorado,39.059811,-105.311104,15.9047619,39.71428571,7.19047619,4.7,6,2018
Connecticut,41.597782,-72.755371,20.36666667,44.06666667,3.077777778,4.322222222,6,2018
District Of Columbia,38.897438,-77.026817,27.06666667,55.5,9.833333333,7.966666667,6,2018
Florida,27.766279,-81.686783,11.16666667,31.46666667,0.966666667,3.8,6,2018
Idaho,44.240459,-114.478828,18,37.46666667,0.566666667,1.7,6,2018
Illinois,40.349457,-88.986137,21.39506173,39.54320988,8.75308642,4.617283951,6,2018
Indiana,39.849426,-86.258278,16.43333333,38.1,12.33333333,0.8,6,2018
Iowa,42.011539,-93.210526,15.43333333,33.78333333,0.833333333,3.7,6,2018
Kansas,38.5266,-96.726486,20.73333333,33.63333333,12.53333333,4.066666667,6,2018
Louisiana,31.169546,-91.867805,20.65384615,34.80769231,0,2.884615385,6,2018
Maine,44.693947,-69.381927,10.60344828,28.37931034,1.620689655,3.465517241,6,2018
Maryland,39.063946,-76.802101,26.03571429,54.92857143,7.821428571,4.607142857,6,2018
Massachusetts,42.230171,-71.530106,26.13333333,31.33333333,3.533333333,4.1,6,2018
New Hampshire,43.452492,-71.563896,9.733333333,33.03333333,6.9,6.366666667,6,2018
New York,42.165726,-74.948051,18.93835616,46.33561644,5.315068493,3.390410959,6,2018
North Carolina,35.630066,-79.806419,17.6,57.13333333,6,3.916666667,6,2018
North Dakota,47.528912,-99.784012,8.766666667,31.53333333,0.066666667,1.7,6,2018
Ohio,40.388783,-82.764915,9.033333333,47.86666667,3.733333333,2.133333333,6,2018
Oklahoma,35.565342,-96.928917,12.62068966,36.89655172,2.24137931,3.551724138,6,2018
Oregon,44.572021,-122.070938,15.95238095,25.61904762,1.727272727,3.6,6,2018
Arizona,34.048927,-111.431221,35.64516129,39.91935484,3.274193548,6.588709677,3,2018
Arkansas,34.969704,-92.373123,22.64516129,37.4516129,3,6.096774194,3,2018
California,36.116203,-119.681564,25.89130435,36.13188406,2.082608696,5.457971014,3,2018
Colorado,39.059811,-105.311104,31.38709677,38.74193548,6.193548387,5.774193548,3,2018
Connecticut,41.597782,-72.755371,29.73333333,29.9,5.3,3.966666667,3,2018
District Of Columbia,38.897438,-77.026817,34.35483871,35.16129032,6.838709677,12.03225806,3,2018
Florida,27.766279,-81.686783,17.48387097,46.83870968,0.612903226,4.774193548,3,2018
Idaho,44.240459,-114.478828,24.74193548,35.22580645,0.032258065,2.806451613,3,2018
Illinois,40.349457,-88.986137,24.48979592,28.59183673,8.591836735,6.56,3,2018
Indiana,39.849426,-86.258278,25,18,4,2,3,2018
Iowa,42.011539,-93.210526,41,22,1.5,6,3,2018
Kansas,38.5266,-96.726486,27.25806452,25.35483871,14.96774194,6.967741935,3,2018
Louisiana,31.169546,-91.867805,33.61290323,40.70967742,12.48387097,4.741935484,3,2018
Maine,44.693947,-69.381927,15.95081967,34.75409836,3.262295082,3.393442623,3,2018
Maryland,39.063946,-76.802101,30.38709677,37.74193548,7.064516129,5.096774194,3,2018
Massachusetts,42.230171,-71.530106,31.96774194,27.5483871,6.741935484,4.419354839,3,2018
New Hampshire,43.452492,-71.563896,23.09677419,35.32258065,11.80645161,8.064516129,3,2018
New York,42.165726,-74.948051,38.71428571,31.76190476,17,6.444444444,3,2018
North Carolina,35.630066,-79.806419,28.58064516,38.32258065,2.35483871,5.35483871,3,2018
North Dakota,47.528912,-99.784012,14.61290323,34.41935484,0.612903226,2.258064516,3,2018
Ohio,40.388783,-82.764915,15.80645161,40.35483871,12.74193548,4.838709677,3,2018
Oklahoma,35.565342,-96.928917,14.95652174,38.2826087,2.586956522,3.934782609,3,2018
Oregon,44.572021,-122.070938,19.35483871,28.03225806,2.64516129,5.612903226,3,2018
Arizona,34.048927,-111.431221,32.30107527,53.17204301,2.892473118,5.215053763,5,2018
Arkansas,34.969704,-92.373123,17.80645161,39.90322581,1.935483871,5.612903226,5,2018
California,36.116203,-119.681564,16.60599251,37.87940075,1.925149701,3.549812734,5,2018
Colorado,39.059811,-105.311104,22.4375,40.5625,1.625,4.0625,5,2018
Connecticut,41.597782,-72.755371,20.96629213,38.06741573,4.112359551,4.04494382,5,2018
District Of Columbia,38.897438,-77.026817,26.6,37.53333333,5.933333333,16.46666667,5,2018
Florida,27.766279,-81.686783,9.580645161,36.77419355,0.516129032,5.64516129,5,2018
Idaho,44.240459,-114.478828,18.16129032,38,0.35483871,1.774193548,5,2018
Illinois,40.349457,-88.986137,24.1686747,41.63855422,6.108433735,4.578313253,5,2018
Indiana,39.849426,-86.258278,16.96774194,35.96774194,6.677419355,2.806451613,5,2018
Iowa,42.011539,-93.210526,17.77419355,38.29032258,0.838709677,3.419354839,5,2018
Kansas,38.5266,-96.726486,25.03225806,32.4516129,7.935483871,4.322580645,5,2018
Louisiana,31.169546,-91.867805,21.77777778,41.55555556,2.925925926,3.037037037,5,2018
Maine,44.693947,-69.381927,10.96774194,34.80645161,3.193548387,3.064516129,5,2018
Maryland,39.063946,-76.802101,23.09677419,47.32258065,6.677419355,3.935483871,5,2018
Massachusetts,42.230171,-71.530106,28.06451613,33.03225806,3.64516129,4.161290323,5,2018
New Hampshire,43.452492,-71.563896,12.19354839,39.83870968,6.838709677,5.387096774,5,2018
New York,42.165726,-74.948051,23.52873563,35.44827586,4.034482759,5.068965517,5,2018
North Carolina,35.630066,-79.806419,18.4516129,42,0.806451613,4.193548387,5,2018
North Dakota,47.528912,-99.784012,12.12903226,41.67741935,0.451612903,2.064516129,5,2018
Ohio,40.388783,-82.764915,9.566666667,51.96666667,12.26666667,5.033333333,5,2018
Oklahoma,35.565342,-96.928917,9.967741935,40.80645161,1.387096774,3.838709677,5,2018
Oregon,44.572021,-122.070938,17.06451613,30.64516129,1.806451613,4,5,2018
Arizona,34.048927,-111.431221,36.9261745,31.20134228,2.966442953,8.973154362,11,2018
Arkansas,34.969704,-92.373123,21.86666667,27,2.866666667,7.683333333,11,2018
California,36.116203,-119.681564,27.21386431,26.92772861,1.888070692,7.898230088,11,2018
Colorado,39.059811,-105.311104,34.77777778,23.77777778,8.592592593,7.714285714,11,2018
Connecticut,41.597782,-72.755371,16.5,24,2.483333333,4.25,11,2018
District Of Columbia,38.897438,-77.026817,34.76666667,23.1,6.766666667,17.7,11,2018
Florida,27.766279,-81.686783,15.2,32.46666667,0.9,6.166666667,11,2018
Georgia,33.040619,-83.643074,26.7,25.26666667,1.933333333,7.166666667,11,2018
Idaho,44.240459,-114.478828,23.2,24.93333333,0.933333333,3.8,11,2018
Illinois,40.349457,-88.986137,24.26086957,22.60869565,7.847826087,6.108695652,11,2018
Kansas,38.5266,-96.726486,23.3,19.16666667,15.83333333,6.7,11,2018
Louisiana,31.169546,-91.867805,26.93333333,26.9,6.666666667,5.066666667,11,2018
Maine,44.693947,-69.381927,13.98689956,21.96069869,5.286956522,4.403508772,11,2018
Maryland,39.063946,-76.802101,27.19230769,24,5.807692308,9.461538462,11,2018
Massachusetts,42.230171,-71.530106,29.53333333,18.53333333,5.733333333,5.433333333,11,2018
New York,42.165726,-74.948051,22.85057471,22.17241379,10.55172414,5.735632184,11,2018
North Carolina,35.630066,-79.806419,29.86666667,27.23333333,2.233333333,8.25,11,2018
North Dakota,47.528912,-99.784012,13.86666667,20.53333333,0.8,2.266666667,11,2018
Oklahoma,35.565342,-96.928917,11.1,30.5,2.283333333,3.45,11,2018
Arizona,34.048927,-111.431221,30.67741935,35.89032258,1.890322581,5.348387097,10,2018
Arkansas,34.969704,-92.373123,29.4516129,45.16129032,3.274193548,8.903225806,10,2018
California,36.116203,-119.681564,22.46903271,31.60473208,1.718858733,4.968011127,10,2018
Colorado,39.059811,-105.311104,29.52380952,32.85714286,6.142857143,5.666666667,10,2018
Connecticut,41.597782,-72.755371,18.26666667,23.86666667,3.822222222,3.377777778,10,2018
District Of Columbia,38.897438,-77.026817,31.51612903,28.93548387,6.096774194,12.77419355,10,2018
Florida,27.766279,-81.686783,15.73076923,44.88461538,0.961538462,7.076923077,10,2018
Georgia,33.040619,-83.643074,37.83870968,38.38709677,6.741935484,6.935483871,10,2018
Idaho,44.240459,-114.478828,27.77419355,30.4516129,1.516129032,3.677419355,10,2018
Illinois,40.349457,-88.986137,27.58241758,31.06593407,9.714285714,7.010989011,10,2018
Iowa,42.011539,-93.210526,19.14754098,29.63934426,1.721311475,4.344262295,10,2018
Kansas,38.5266,-96.726486,34.77419355,25.03225806,16.22580645,8.129032258,10,2018
Louisiana,31.169546,-91.867805,34.09677419,47.22580645,21.5483871,3.612903226,10,2018
Maine,44.693947,-69.381927,11.81818182,20.69090909,2.745454545,2.490909091,10,2018
Maryland,39.063946,-76.802101,26.96774194,27.64516129,3.806451613,7.612903226,10,2018
Massachusetts,42.230171,-71.530106,24.16129032,18.83870968,2.322580645,3.516129032,10,2018
New York,42.165726,-74.948051,20.00833333,23.975,5.933333333,4.275,10,2018
North Carolina,35.630066,-79.806419,27.67741935,37.87096774,1.258064516,6.35483871,10,2018
North Dakota,47.528912,-99.784012,12.5483871,25.32258065,0.032258065,1.935483871,10,2018
Oklahoma,35.565342,-96.928917,20.05194805,38.85714286,3.233766234,5.102564103,10,2018
Arizona,34.048927,-111.431221,33.42553191,45.88297872,3.085106383,5.5,9,2018
Arkansas,34.969704,-92.373123,21.64285714,39.39285714,2.883928571,5.75,9,2018
California,36.116203,-119.681564,24.99865591,43.32258065,2.766129032,5.194892473,9,2018
Colorado,39.059811,-105.311104,39.71428571,34.42857143,7.285714286,6.857142857,9,2018
Connecticut,41.597782,-72.755371,14.93220339,34.44915254,2.703389831,3.177966102,9,2018
District Of Columbia,38.897438,-77.026817,29,49.53333333,6.7,10.4,9,2018
Florida,27.766279,-81.686783,8.3,30.53333333,0.033333333,4.8,9,2018
Idaho,44.240459,-114.478828,29.03333333,37.1,1.166666667,2.8,9,2018
Illinois,40.349457,-88.986137,23.05970149,31.47761194,11.58208955,5.492537313,9,2018
Indiana,39.849426,-86.258278,23.59259259,36.25925926,8.407407407,6.703703704,9,2018
Iowa,42.011539,-93.210526,12.71111111,29.77777778,0.755555556,3.266666667,9,2018
Kansas,38.5266,-96.726486,24.26666667,25.86666667,13.16666667,10.23333333,9,2018
Louisiana,31.169546,-91.867805,25.11111111,42.33333333,4.518518519,3.703703704,9,2018
Maine,44.693947,-69.381927,16.83333333,27.63333333,3.966666667,3.5,9,2018
Maryland,39.063946,-76.802101,22.68965517,41.75862069,4.896551724,6.551724138,9,2018
Massachusetts,42.230171,-71.530106,23.33333333,28.63333333,2.933333333,3.533333333,9,2018
New Hampshire,43.452492,-71.563896,12.7,29.93333333,5.166666667,5,9,2018
New York,42.165726,-74.948051,18.60666667,35.62666667,4.94,3.38,9,2018
North Carolina,35.630066,-79.806419,24.8,53.43333333,2.7,4.916666667,9,2018
North Dakota,47.528912,-99.784012,7.8,22.9,0,1.8,9,2018
Oklahoma,35.565342,-96.928917,15.9,38.6,1.333333333,4.233333333,9,2018
Arizona,34.048927,-111.431221,74.82608696,28.68478261,13.30434783,27.25,1,2008
California,36.116203,-119.681564,36.07815924,18.76844412,6.058436815,18.76754386,1,2008
Colorado,39.059811,-105.311104,24.87096774,18.19354839,23.12903226,16.16129032,1,2008
District Of Columbia,38.897438,-77.026817,30.87096774,16.16129032,33.41935484,18.19354839,1,2008
Florida,27.766279,-81.686783,30.64516129,27.06451613,5.903225806,12.83870968,1,2008
Illinois,40.349457,-88.986137,44.96153846,7.346153846,22,12.69230769,1,2008
Kansas,38.5266,-96.726486,18.48387097,21.87096774,11.4516129,15.69354839,1,2008
Louisiana,31.169546,-91.867805,33.35483871,21.70967742,25.74193548,11.25806452,1,2008
New Jersey,40.298904,-74.521011,35.4,17.06666667,27.7,13.93333333,1,2008
New York,42.165726,-74.948051,31.26229508,20.95081967,28.6557377,7.393442623,1,2008
Pennsylvania,40.590752,-77.209755,39.58064516,10.16129032,23.22580645,13.41935484,1,2008
Texas,31.054487,-97.563461,35.56028369,21.59574468,17.60283688,7.614285714,1,2008
Virginia,37.769337,-78.169968,26.06451613,17.32258065,24.77419355,13.52688172,1,2008
Arizona,34.048927,-111.431221,67.93081761,38.66666667,10.5625,20.14465409,2,2008
California,36.116203,-119.681564,29.98613251,27.00924499,4.306625578,12.29121726,2,2008
Colorado,39.059811,-105.311104,35.28571429,24.57142857,21.39285714,13.92857143,2,2008
District Of Columbia,38.897438,-77.026817,32.92857143,18.39285714,31.17857143,20.5,2,2008
Florida,27.766279,-81.686783,33.26923077,38.30769231,4.269230769,10.65384615,2,2008
Illinois,40.349457,-88.986137,48.5862069,11.4137931,23.5862069,11.03448276,2,2008
Kansas,38.5266,-96.726486,20.29310345,28.84482759,7.25862069,14.89655172,2,2008
Kentucky,37.66814,-84.670067,29,28.5,26,3,2,2008
Louisiana,31.169546,-91.867805,41.4137931,31,22.86206897,11.86206897,2,2008
New Jersey,40.298904,-74.521011,46.48275862,20.06896552,29.4137931,11.44827586,2,2008
New York,42.165726,-74.948051,39.2745098,23.76470588,32.90196078,10.64705882,2,2008
Pennsylvania,40.590752,-77.209755,51.51724138,11.89655172,26.82758621,13.86206897,2,2008
Texas,31.054487,-97.563461,38.17283951,26.65432099,20.33333333,9.172839506,2,2008
Virginia,37.769337,-78.169968,32.81132075,23.34591195,28.18867925,11.175,2,2008
Arizona,34.048927,-111.431221,48.88764045,39.6741573,6.943820225,13.42696629,3,2008
California,36.116203,-119.681564,30.72998643,35.21913161,5.769491525,10.28,3,2008
Colorado,39.059811,-105.311104,28.58064516,33.58064516,17.19354839,10.29032258,3,2008
District Of Columbia,38.897438,-77.026817,41.67741935,22.35483871,17.61290323,20.32258065,3,2008
Florida,27.766279,-81.686783,26.09677419,42.48387097,3.322580645,10.64516129,3,2008
Illinois,40.349457,-88.986137,45.63636364,14.72727273,25.24242424,12.81818182,3,2008
Indiana,39.849426,-86.258278,48,3,17,28,3,2008
Kansas,38.5266,-96.726486,19.41666667,33.46666667,8.116666667,14.06666667,3,2008
Kentucky,37.66814,-84.670067,29.86419753,32.69135802,24.69135802,3.222222222,3,2008
Louisiana,31.169546,-91.867805,38.25806452,34.06451613,19.29032258,13.12903226,3,2008
Michigan,43.326618,-84.536095,57,2,34,24,3,2008
Missouri,38.456085,-92.288368,50.83333333,1.666666667,21.33333333,17.16666667,3,2008
New Jersey,40.298904,-74.521011,40.19354839,29.03225806,19.90322581,7.870967742,3,2008
New York,42.165726,-74.948051,37.10169492,29.61016949,16.74576271,6.644067797,3,2008
North Carolina,35.630066,-79.806419,56,10,11,14,3,2008
Oklahoma,35.565342,-96.928917,15.38461538,39.17094017,17.29059829,1.793103448,3,2008
Pennsylvania,40.590752,-77.209755,43.81176471,15.38823529,18.64705882,8.837209302,3,2008
Texas,31.054487,-97.563461,34.8372093,31.25581395,17.62790698,7.941860465,3,2008
Virginia,37.769337,-78.169968,30.87234043,31.9787234,23.70212766,9.319148936,3,2008
Arizona,34.048927,-111.431221,50.82352941,49.05882353,8.509803922,13.22,4,2008
California,36.116203,-119.681564,29.00139665,39.93994413,5.424581006,8.867318436,4,2008
Colorado,39.059811,-105.311104,13.56666667,33.83333333,18.06666667,8.633333333,4,2008
District Of Columbia,38.897438,-77.026817,36,24.6,15.53333333,16,4,2008
Florida,27.766279,-81.686783,26.03703704,56.85185185,2.740740741,8.333333333,4,2008
Illinois,40.349457,-88.986137,44.80681818,23.625,31.23863636,14.31818182,4,2008
Indiana,39.849426,-86.258278,39.96666667,35.6,22.56666667,14.5,4,2008
Kansas,38.5266,-96.726486,20.95,43.95,3.616666667,12.23333333,4,2008
Kentucky,37.66814,-84.670067,29.26900585,38.61988304,21.74853801,4.157894737,4,2008
Louisiana,31.169546,-91.867805,31.26666667,38.86666667,17.06666667,9.7,4,2008
Michigan,43.326618,-84.536095,39.73684211,26.85964912,32.10526316,9.482758621,4,2008
Missouri,38.456085,-92.288368,36.68333333,36.31666667,20.71111111,8.288888889,4,2008
New Jersey,40.298904,-74.521011,33.86666667,30.1,11.36666667,8.433333333,4,2008
New York,42.165726,-74.948051,31.93220339,32.05084746,12.45762712,4.949152542,4,2008
North Carolina,35.630066,-79.806419,30.36666667,42.43333333,16,8.6,4,2008
Oklahoma,35.565342,-96.928917,14.86206897,41.33333333,12.45977011,1.279069767,4,2008
Pennsylvania,40.590752,-77.209755,28.8137931,35.89885057,18.00229885,4.197701149,4,2008
Texas,31.054487,-97.563461,34.37931034,43.98850575,13.6091954,7.804597701,4,2008
Virginia,37.769337,-78.169968,32.225,32.33333333,20.675,9.141666667,4,2008
Arizona,34.048927,-111.431221,23.79310345,60.29310345,8.103448276,10.56896552,5,2008
California,36.116203,-119.681564,25.26345609,43.5509915,6.409348442,6.876770538,5,2008
Colorado,39.059811,-105.311104,21.29032258,37.38709677,21.87096774,8.612903226,5,2008
District Of Columbia,38.897438,-77.026817,39.83870968,42.83870968,21.03225806,13.22580645,5,2008
Florida,27.766279,-81.686783,20.90322581,49.74193548,4.548387097,9.516129032,5,2008
Illinois,40.349457,-88.986137,41.87912088,27.17582418,22.06593407,10.89010989,5,2008
Indiana,39.849426,-86.258278,30.51612903,41.61290323,26.64516129,10.51612903,5,2008
Kansas,38.5266,-96.726486,19.85454545,45.54545455,3.272727273,10.90909091,5,2008
Kentucky,37.66814,-84.670067,25.3255814,47.65116279,17.65697674,3.639534884,5,2008
Louisiana,31.169546,-91.867805,29.83870968,36.64516129,11.41935484,8.741935484,5,2008
Michigan,43.326618,-84.536095,38.80645161,33.03225806,29.87096774,4.806451613,5,2008
Missouri,38.456085,-92.288368,28.49462366,40.38172043,21.60752688,6.677419355,5,2008
New Jersey,40.298904,-74.521011,35.5483871,49.48387097,14.41935484,7.451612903,5,2008
New York,42.165726,-74.948051,41.51685393,42,14.07865169,6.707865169,5,2008
North Carolina,35.630066,-79.806419,34.18965517,66.24137931,24.82758621,8.086206897,5,2008
Oklahoma,35.565342,-96.928917,10.48888889,48.51111111,3.288888889,0.6,5,2008
Pennsylvania,40.590752,-77.209755,31.13804714,50.7979798,20.34006734,4.273542601,5,2008
Texas,31.054487,-97.563461,28.77777778,48.79084967,8.346405229,7.272727273,5,2008
Virginia,37.769337,-78.169968,33.28947368,48.95614035,18.65789474,8.807017544,5,2008
Arizona,34.048927,-111.431221,37.05,43.58333333,4.866666667,6.816666667,6,2008
California,36.116203,-119.681564,22.1986014,41.66293706,5.026573427,6.471328671,6,2008
Colorado,39.059811,-105.311104,33.6,38.86666667,22.56666667,7.633333333,6,2008
District Of Columbia,38.897438,-77.026817,44.03333333,51.56666667,25.76666667,14.33333333,6,2008
Florida,27.766279,-81.686783,18.06666667,36.53333333,3.3,11.6,6,2008
Illinois,40.349457,-88.986137,42.90804598,28.43678161,26.2183908,11.52873563,6,2008
Indiana,39.849426,-86.258278,30.9,52.2,33.93333333,11.96666667,6,2008
Kansas,38.5266,-96.726486,14.45238095,42.70238095,2.19047619,6.916666667,6,2008
Kentucky,37.66814,-84.670067,24.47706422,51.83180428,21.86238532,2.682926829,6,2008
Louisiana,31.169546,-91.867805,27.5,34.06666667,13.1,10.96666667,6,2008
Michigan,43.326618,-84.536095,35.5,43.03333333,33.96666667,4.566666667,6,2008
Missouri,38.456085,-92.288368,28.11111111,38.53333333,18.16666667,7.394444444,6,2008
New Jersey,40.298904,-74.521011,34.27586207,63.48275862,26.03448276,7,6,2008
New York,42.165726,-74.948051,38.31818182,53.85227273,14.85227273,7.647727273,6,2008
North Carolina,35.630066,-79.806419,31.96666667,76.7,22.83333333,7.883333333,6,2008
Oklahoma,35.565342,-96.928917,8.137931034,36.72413793,0.413793103,0.75862069,6,2008
Pennsylvania,40.590752,-77.209755,27.95074456,58.42382589,22.34478809,3.965675057,6,2008
Texas,31.054487,-97.563461,20.50746269,34.89552239,10.49253731,5.044776119,6,2008
Virginia,37.769337,-78.169968,28.33617021,55.80851064,18.48085106,7.491525424,6,2008
Arizona,34.048927,-111.431221,34.71666667,52.61666667,4.216666667,6.783333333,7,2008
California,36.116203,-119.681564,21.47464239,38.61768531,5.396618986,5.522756827,7,2008
Colorado,39.059811,-105.311104,39.58064516,42.74193548,21,7.032258065,7,2008
District Of Columbia,38.897438,-77.026817,34.12903226,41.41935484,23.80645161,18.38709677,7,2008
Florida,27.766279,-81.686783,22.74074074,51.44444444,5.259259259,7.074074074,7,2008
Illinois,40.349457,-88.986137,38.55172414,30.68965517,19.47126437,8.75862069,7,2008
Indiana,39.849426,-86.258278,32.67741935,52.77419355,29.32258065,12.48387097,7,2008
Kansas,38.5266,-96.726486,16.30107527,56.7311828,2.924731183,8.612903226,7,2008
Kentucky,37.66814,-84.670067,23.22222222,53.61269841,25.57777778,2.106918239,7,2008
Louisiana,31.169546,-91.867805,29.87096774,72.22580645,20.29032258,10.22580645,7,2008
Michigan,43.326618,-84.536095,36.51612903,42.77419355,25.4516129,6.387096774,7,2008
Missouri,38.456085,-92.288368,28.85483871,49.20967742,18.56989247,7.956989247,7,2008
New Jersey,40.298904,-74.521011,29,51.42307692,14.61538462,6.846153846,7,2008
New York,42.165726,-74.948051,37.725,45.2,13.3125,6.875,7,2008
North Carolina,35.630066,-79.806419,29.86440678,70.6779661,13.33898305,8.13559322,7,2008
Oklahoma,35.565342,-96.928917,13.18604651,62,5.976744186,1.976744186,7,2008
Pennsylvania,40.590752,-77.209755,26.22377622,47.38694639,19.98601399,4.1002331,7,2008
Texas,31.054487,-97.563461,25.49090909,58.47272727,21.70909091,5.363636364,7,2008
Virginia,37.769337,-78.169968,29.67226891,49.31092437,26.87394958,6.890756303,7,2008
Arizona,34.048927,-111.431221,33.49152542,65.3220339,3.372881356,5.762711864,8,2008
California,36.116203,-119.681564,25.80870712,40.99868074,7.093667546,6.920844327,8,2008
Colorado,39.059811,-105.311104,41.87096774,38.48387097,24.06451613,8.741935484,8,2008
District Of Columbia,38.897438,-77.026817,36.74193548,38.09677419,17.41935484,15.25806452,8,2008
Florida,27.766279,-81.686783,21.87096774,43.29032258,14.03225806,10.61290323,8,2008
Illinois,40.349457,-88.986137,42.58064516,27.49462366,20.4516129,8.838709677,8,2008
Indiana,39.849426,-86.258278,29.625,42.25,21.4375,12.75,8,2008
Kansas,38.5266,-96.726486,18.53333333,69.31111111,3.511111111,10.17777778,8,2008
Kentucky,37.66814,-84.670067,24.77897574,52.70889488,25.05660377,2.446236559,8,2008
Louisiana,31.169546,-91.867805,33.93548387,70.64516129,19.87096774,7.838709677,8,2008
Michigan,43.326618,-84.536095,49.22222222,37.35185185,25.38888889,8.071428571,8,2008
Missouri,38.456085,-92.288368,30.4516129,62.60215054,24.70967742,7.983870968,8,2008
New Jersey,40.298904,-74.521011,28.64516129,38.70967742,17.09677419,8.258064516,8,2008
New York,42.165726,-74.948051,38.50282486,40.17514124,15.91011236,8.050847458,8,2008
North Carolina,35.630066,-79.806419,31.28571429,71.15873016,16.77777778,8.698412698,8,2008
Oklahoma,35.565342,-96.928917,15.35483871,71.25806452,2.903225806,0.709677419,8,2008
Pennsylvania,40.590752,-77.209755,27.03463203,39.24891775,22.57142857,5.138528139,8,2008
Texas,31.054487,-97.563461,32.76033058,61.32231405,13.39669421,7.231404959,8,2008
Virginia,37.769337,-78.169968,25.6504065,39.96747967,21.60162602,6.902439024,8,2008
Arizona,34.048927,-111.431221,42.97590361,42.62650602,4.825301205,9.904761905,9,2008
California,36.116203,-119.681564,30.26457399,36.54559043,6.533632287,8.529147982,9,2008
Colorado,39.059811,-105.311104,28.56666667,23.56666667,23.86666667,11.8,9,2008
District Of Columbia,38.897438,-77.026817,30.4137931,30.89655172,22.55172414,15.79310345,9,2008
Florida,27.766279,-81.686783,17.86666667,28.7,11.26666667,10.23333333,9,2008
Illinois,40.349457,-88.986137,40.5443038,25.08860759,24.6835443,10.62025316,9,2008
Indiana,39.849426,-86.258278,24.78571429,34.89285714,13.35714286,10.21428571,9,2008
Kansas,38.5266,-96.726486,17.47368421,54.84210526,5.280701754,10.84210526,9,2008
Kentucky,37.66814,-84.670067,24.80898876,32.75280899,21.39325843,2.764044944,9,2008
Louisiana,31.169546,-91.867805,29.96666667,41.56666667,19.03333333,11.4,9,2008
Michigan,43.326618,-84.536095,36.7,24,37.63333333,7.1,9,2008
Missouri,38.456085,-92.288368,31.93333333,42.48888889,22.68888889,7.744444444,9,2008
New Jersey,40.298904,-74.521011,25.28813559,28.40677966,19.18644068,7.827586207,9,2008
New York,42.165726,-74.948051,35.77777778,27.67777778,16.52222222,8.144444444,9,2008
North Carolina,35.630066,-79.806419,26.58064516,37.48387097,14.20967742,10.56451613,9,2008
Oklahoma,35.565342,-96.928917,15.83333333,62.77777778,9.777777778,1.5,9,2008
Pennsylvania,40.590752,-77.209755,25.22994012,30.40359281,22.60838323,5.171837709,9,2008
Texas,31.054487,-97.563461,36.1682243,54.81308411,11.14953271,7.757009346,9,2008
Virginia,37.769337,-78.169968,26.54185022,31.3876652,26.71806167,7.01754386,9,2008
Arizona,34.048927,-111.431221,40.96045198,30.1299435,4.881355932,13.35955056,10,2008
California,36.116203,-119.681564,29.29502905,31.61071659,5.713548387,9.885087153,10,2008
Colorado,39.059811,-105.311104,32.90322581,15.70967742,20.19354839,13.06451613,10,2008
District Of Columbia,38.897438,-77.026817,43.96774194,22.03225806,28,27.03225806,10,2008
Florida,27.766279,-81.686783,28.32258065,43.64516129,11.80645161,8.612903226,10,2008
Illinois,40.349457,-88.986137,39.43956044,18.64835165,28.94505495,11.53846154,10,2008
Kansas,38.5266,-96.726486,19.62903226,36.91935484,3.709677419,13.29032258,10,2008
Kentucky,37.66814,-84.670067,32.87283237,33.29479769,24.3699422,6.780346821,10,2008
Louisiana,31.169546,-91.867805,42.61290323,45.61290323,19.48387097,14.06451613,10,2008
Missouri,38.456085,-92.288368,35.69892473,28.08064516,18.75268817,11.63978495,10,2008
New Jersey,40.298904,-74.521011,38.61290323,23.93548387,23,14.74193548,10,2008
New York,42.165726,-74.948051,40.81081081,22.46486486,23.29032258,11.13513514,10,2008
North Carolina,35.630066,-79.806419,42.79310345,39.20689655,20.44827586,20.44827586,10,2008
